microchip;species;sex;size;potentDangerous;neighborhood
941000021203134;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021203143;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021203149;CANINO;HEMBRA;MINIATURA;NO;SUBA
941000021203154;CANINO;MACHO;GRANDE;NO;SUBA
941000021203179;CANINO;MACHO;PEQUEÑO;NO;SUBA
941000021203183;CANINO;HEMBRA;GRANDE;NO;SUBA
941000021203203;FELINO;MACHO;MINIATURA;NO;SUBA
941000021203212;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021203219;CANINO;MACHO;MEDIANO;SI;SUBA
941000021203222;FELINO;MACHO;PEQUEÑO;NO;SUBA
941000021203226;CANINO;MACHO;MINIATURA;NO;SUBA
941000021203237;CANINO;MACHO;MEDIANO;SI;SUBA
941000021203254;CANINO;MACHO;PEQUEÑO;NO;SUBA
941000021203261;CANINO;MACHO;MINIATURA;NO;SUBA
941000021203271;FELINO;MACHO;MEDIANO;NO;SUBA
941000021203275;FELINO;MACHO;GRANDE;NO;SUBA
941000021203281;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021203285;CANINO;MACHO;MINIATURA;NO;SUBA
941000021203290;CANINO;MACHO;PEQUEÑO;NO;SUBA
941000021203292;CANINO;MACHO;PEQUEÑO;NO;SUBA
941000021203308;CANINO;MACHO;MINIATURA;NO;SUBA
941000021203311;FELINO;MACHO;MINIATURA;NO;SUBA
941000021203317;CANINO;MACHO;MINIATURA;NO;SUBA
941000021203321;CANINO;MACHO;MINIATURA;NO;SUBA
941000021203337;CANINO;HEMBRA;GRANDE;NO;SUBA
941000021203340;CANINO;HEMBRA;MINIATURA;NO;SUBA
941000021203341;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021203346;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021203377;CANINO;MACHO;MEDIANO;NO;SUBA
941000021203414;CANINO;MACHO;MEDIANO;NO;SUBA
941000021203422;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021203427;CANINO;MACHO;GRANDE;SI;SUBA
941000021203431;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021203432;FELINO;MACHO;MEDIANO;NO;SUBA
941000021203435;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021203452;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021203463;CANINO;MACHO;MEDIANO;NO;SUBA
941000021203466;CANINO;HEMBRA;MINIATURA;NO;SUBA
941000021203474;CANINO;HEMBRA;MINIATURA;NO;SUBA
941000021203483;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021203487;FELINO;HEMBRA;MINIATURA;NO;SUBA
941000021203501;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021203558;CANINO;MACHO;PEQUEÑO;NO;SUBA
941000021203585;CANINO;MACHO;MEDIANO;NO;SUBA
941000021203596;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021203605;CANINO;HEMBRA;MINIATURA;NO;SUBA
941000021203631;CANINO;MACHO;MEDIANO;NO;SUBA
941000021203644;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021203657;CANINO;MACHO;PEQUEÑO;NO;SUBA
941000021203662;CANINO;MACHO;MEDIANO;NO;SUBA
941000021203673;CANINO;HEMBRA;MINIATURA;NO;SUBA
941000021203674;CANINO;HEMBRA;MINIATURA;NO;SUBA
941000021203681;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021203684;CANINO;MACHO;MINIATURA;NO;SUBA
941000021203689;CANINO;MACHO;MINIATURA;NO;SUBA
941000021203706;FELINO;HEMBRA;MINIATURA;NO;SUBA
941000021203713;FELINO;MACHO;MINIATURA;NO;SUBA
941000021203717;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021203762;CANINO;MACHO;MINIATURA;NO;SUBA
941000021203766;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021203767;CANINO;HEMBRA;MINIATURA;NO;SUBA
941000021203768;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021203770;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021203782;CANINO;MACHO;MINIATURA;NO;SUBA
941000021203788;CANINO;MACHO;MINIATURA;NO;SUBA
941000021203791;CANINO;MACHO;MINIATURA;NO;SUBA
941000021203826;CANINO;MACHO;GRANDE;NO;SUBA
941000021370533;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021370540;CANINO;MACHO;MEDIANO;NO;SUBA
941000021370567;FELINO;HEMBRA;MEDIANO;NO;SUBA
941000021370627;FELINO;MACHO;MEDIANO;NO;SUBA
941000021370704;CANINO;MACHO;MEDIANO;NO;SUBA
941000021370707;CANINO;MACHO;PEQUEÑO;NO;SUBA
941000021370885;CANINO;MACHO;GRANDE;NO;SUBA
941000021370889;CANINO;MACHO;MINIATURA;NO;SUBA
941000021370909;CANINO;MACHO;MEDIANO;NO;SUBA
941000021370953;CANINO;MACHO;PEQUEÑO;NO;SUBA
941000021370959;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021370962;FELINO;MACHO;MEDIANO;NO;SUBA
941000021370965;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021370971;FELINO;MACHO;MEDIANO;NO;SUBA
941000021370974;CANINO;MACHO;PEQUEÑO;NO;SUBA
941000021370998;CANINO;HEMBRA;GRANDE;NO;SUBA
941000021371004;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021371011;CANINO;MACHO;MEDIANO;NO;SUBA
941000021371013;CANINO;MACHO;PEQUEÑO;NO;SUBA
941000021371014;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021371040;CANINO;MACHO;MUY GRANDE;NO;SUBA
941000021371072;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021371100;CANINO;MACHO;MINIATURA;NO;SUBA
941000021371130;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021371162;CANINO;HEMBRA;GRANDE;NO;SUBA
941000021371179;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021371199;FELINO;HEMBRA;MEDIANO;NO;SUBA
941000021371211;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021371227;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021371245;CANINO;MACHO;MINIATURA;NO;SUBA
941000021371250;CANINO;MACHO;PEQUEÑO;NO;SUBA
941000021568377;CANINO;MACHO;MEDIANO;NO;SUBA
941000021568565;CANINO;MACHO;GRANDE;NO;SUBA
941000021569043;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021569055;CANINO;MACHO;MEDIANO;NO;SUBA
941000021569058;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021569077;CANINO;MACHO;MEDIANO;NO;SUBA
941000021569078;CANINO;MACHO;PEQUEÑO;NO;SUBA
941000021569138;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021569349;CANINO;MACHO;MEDIANO;NO;SUBA
941000021569355;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021569359;CANINO;MACHO;GRANDE;SI;SUBA
941000021569363;CANINO;MACHO;GRANDE;NO;SUBA
941000021569377;FELINO;MACHO;PEQUEÑO;NO;SUBA
941000021569399;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021569428;CANINO;MACHO;GRANDE;NO;SUBA
941000021569435;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021569490;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021569492;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021569502;CANINO;HEMBRA;MEDIANO;NO;SUBA
941000021569504;CANINO;MACHO;PEQUEÑO;NO;SUBA
941000021569602;CANINO;MACHO;MEDIANO;NO;SUBA
941000021570401;FELINO;MACHO;MEDIANO;NO;SUBA
941000021570433;CANINO;MACHO;MEDIANO;NO;SUBA
941000021570620;CANINO;MACHO;MEDIANO;NO;SUBA
941000021570628;CANINO;MACHO;GRANDE;NO;SUBA
941000021570680;FELINO;HEMBRA;MINIATURA;NO;SUBA
941000021570708;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
941000021570714;CANINO;MACHO;GRANDE;NO;SUBA
941000021570730;FELINO;MACHO;PEQUEÑO;NO;SUBA
941000021570732;FELINO;HEMBRA;MEDIANO;NO;SUBA
941000021570740;CANINO;HEMBRA;GRANDE;NO;SUBA
941000022040017;CANINO;MACHO;GRANDE;NO;SUBA
941000022040077;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
941000022042356;CANINO;MACHO;GRANDE;NO;SUBA
966000101002040;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101002043;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101002185;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101002190;CANINO;MACHO;MINIATURA;NO;SUBA
966000101002193;FELINO;MACHO;PEQUEÑO;NO;SUBA
966000101002220;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101002233;CANINO;HEMBRA;GRANDE;NO;SUBA
966000101002303;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101002321;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101002386;FELINO;MACHO;MEDIANO;NO;SUBA
966000101002428;CANINO;HEMBRA;GRANDE;NO;SUBA
966000101002467;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101002532;CANINO;MACHO;MEDIANO;NO;SUBA
966000101002585;CANINO;MACHO;MEDIANO;SI;SUBA
966000101002596;CANINO;HEMBRA;MINIATURA;NO;SUBA
966000101002603;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101002631;CANINO;HEMBRA;MEDIANO;SI;SUBA
966000101002668;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101002701;CANINO;MACHO;MEDIANO;NO;SUBA
966000101002711;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101002720;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101002751;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101002764;CANINO;MACHO;GRANDE;NO;SUBA
966000101002768;CANINO;HEMBRA;GRANDE;NO;SUBA
966000101002860;FELINO;MACHO;PEQUEÑO;NO;SUBA
966000101002882;CANINO;MACHO;MEDIANO;NO;SUBA
966000101002897;CANINO;MACHO;MINIATURA;NO;SUBA
966000101002995;FELINO;HEMBRA;MINIATURA;NO;SUBA
966000101003038;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101003123;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101003167;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101003243;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101003254;CANINO;MACHO;GRANDE;NO;SUBA
966000101003340;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101003459;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101003482;FELINO;MACHO;MINIATURA;NO;SUBA
966000101003515;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101003581;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101003618;CANINO;MACHO;GRANDE;SI;SUBA
966000101003621;CANINO;HEMBRA;GRANDE;NO;SUBA
966000101003634;CANINO;MACHO;MEDIANO;NO;SUBA
966000101003645;CANINO;MACHO;MEDIANO;NO;SUBA
966000101003703;CANINO;MACHO;MEDIANO;NO;SUBA
966000101003724;FELINO;MACHO;MINIATURA;NO;SUBA
966000101003807;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101003859;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101003882;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101003962;FELINO;MACHO;MEDIANO;NO;SUBA
966000101003980;CANINO;HEMBRA;GRANDE;SI;SUBA
966000101004179;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101004193;CANINO;MACHO;GRANDE;NO;SUBA
966000101004246;CANINO;HEMBRA;MINIATURA;NO;SUBA
966000101004423;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101004490;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101004672;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101005516;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101005629;FELINO;MACHO;MEDIANO;NO;SUBA
966000101005770;FELINO;MACHO;PEQUEÑO;NO;SUBA
966000101006049;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101006053;CANINO;MACHO;MEDIANO;NO;SUBA
966000101006061;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101006083;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101006085;FELINO;MACHO;MEDIANO;NO;SUBA
966000101006093;CANINO;HEMBRA;GRANDE;SI;SUBA
966000101006165;FELINO;HEMBRA;MINIATURA;NO;SUBA
966000101006176;FELINO;MACHO;MEDIANO;NO;SUBA
966000101006180;CANINO;MACHO;MEDIANO;NO;SUBA
966000101006207;CANINO;HEMBRA;MINIATURA;NO;SUBA
966000101006235;CANINO;MACHO;MEDIANO;NO;SUBA
966000101006309;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101006319;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101006322;CANINO;MACHO;MEDIANO;NO;SUBA
966000101006331;CANINO;MACHO;GRANDE;NO;SUBA
966000101006347;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101006389;CANINO;MACHO;GRANDE;NO;SUBA
966000101006408;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101006435;CANINO;MACHO;MEDIANO;SI;SUBA
966000101006450;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101006492;CANINO;MACHO;MEDIANO;SI;SUBA
966000101006503;FELINO;MACHO;MINIATURA;NO;SUBA
966000101006548;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101006554;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101006567;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101006578;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101006598;CANINO;MACHO;GRANDE;NO;SUBA
966000101006635;CANINO;MACHO;GRANDE;SI;SUBA
966000101006682;CANINO;HEMBRA;MEDIANO;SI;SUBA
966000101006725;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101006762;CANINO;MACHO;MEDIANO;NO;SUBA
966000101006777;FELINO;HEMBRA;GRANDE;NO;SUBA
966000101006797;FELINO;MACHO;MEDIANO;NO;SUBA
966000101006817;CANINO;HEMBRA;GRANDE;SI;SUBA
966000101006829;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101006830;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101006855;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101006934;FELINO;MACHO;PEQUEÑO;NO;SUBA
966000101006994;CANINO;HEMBRA;GRANDE;SI;SUBA
966000101006997;CANINO;HEMBRA;MINIATURA;NO;SUBA
966000101006998;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101007348;CANINO;MACHO;MINIATURA;NO;SUBA
966000101008113;CANINO;MACHO;MEDIANO;NO;SUBA
966000101008596;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101008922;CANINO;MACHO;GRANDE;SI;SUBA
966000101009094;CANINO;MACHO;GRANDE;SI;SUBA
966000101009156;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101009315;CANINO;HEMBRA;MINIATURA;NO;SUBA
966000101009336;FELINO;MACHO;MEDIANO;NO;SUBA
966000101009445;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101009802;CANINO;MACHO;MEDIANO;SI;SUBA
966000101010074;FELINO;MACHO;PEQUEÑO;NO;SUBA
966000101010126;FELINO;HEMBRA;MINIATURA;NO;SUBA
966000101010174;CANINO;HEMBRA;GRANDE;NO;SUBA
966000101010196;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101010331;FELINO;MACHO;MEDIANO;NO;SUBA
966000101010365;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101010367;CANINO;MACHO;GRANDE;NO;SUBA
966000101010388;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101010594;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101010660;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101010667;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101010689;CANINO;MACHO;MEDIANO;NO;SUBA
966000101010791;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101010997;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101011065;FELINO;MACHO;MEDIANO;NO;SUBA
966000101011365;CANINO;MACHO;MEDIANO;NO;SUBA
966000101012180;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101012357;CANINO;HEMBRA;MINIATURA;NO;SUBA
966000101012384;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101012449;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101038026;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101038741;FELINO;MACHO;GRANDE;NO;SUBA
966000101038810;CANINO;HEMBRA;PEQUEÑO;SI;SUBA
966000101038897;CANINO;MACHO;MEDIANO;SI;SUBA
966000101038971;CANINO;MACHO;MEDIANO;SI;SUBA
966000101039472;CANINO;MACHO;MEDIANO;NO;SUBA
966000101042098;CANINO;MACHO;MEDIANO;NO;SUBA
966000101042517;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101042929;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101057060;FELINO;MACHO;MEDIANO;NO;SUBA
966000101057189;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101057223;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101057227;CANINO;HEMBRA;GRANDE;SI;SUBA
966000101057231;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101057283;CANINO;HEMBRA;GRANDE;NO;SUBA
966000101057305;CANINO;MACHO;GRANDE;NO;SUBA
966000101057338;CANINO;HEMBRA;GRANDE;NO;SUBA
966000101057401;FELINO;MACHO;MEDIANO;NO;SUBA
966000101057444;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101057499;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101057566;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101057596;CANINO;MACHO;MEDIANO;SI;SUBA
966000101057611;CANINO;MACHO;MUY GRANDE;NO;SUBA
966000101057662;CANINO;MACHO;GRANDE;NO;SUBA
966000101057664;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101057671;CANINO;MACHO;MEDIANO;NO;SUBA
966000101057710;CANINO;MACHO;GRANDE;NO;SUBA
966000101057799;FELINO;MACHO;MEDIANO;NO;SUBA
966000101057818;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101057876;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101057903;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101057918;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101059120;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101059301;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101059671;CANINO;MACHO;MEDIANO;SI;SUBA
966000101060517;CANINO;MACHO;MINIATURA;NO;SUBA
966000101060932;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101063069;CANINO;MACHO;GRANDE;NO;SUBA
966000101063090;FELINO;MACHO;MEDIANO;NO;SUBA
966000101063154;FELINO;MACHO;MEDIANO;NO;SUBA
966000101063204;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101063225;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101063296;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101063332;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101063490;CANINO;MACHO;MEDIANO;NO;SUBA
966000101063511;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101063517;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101063673;CANINO;HEMBRA;MINIATURA;NO;SUBA
966000101063816;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101063868;CANINO;MACHO;GRANDE;SI;SUBA
966000101063932;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101063979;CANINO;HEMBRA;GRANDE;NO;SUBA
966000101063993;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101092167;FELINO;MACHO;MEDIANO;NO;SUBA
966000101092228;CANINO;MACHO;GRANDE;NO;SUBA
966000101092283;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101092328;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101092339;FELINO;HEMBRA;MINIATURA;NO;SUBA
966000101092522;FELINO;MACHO;GRANDE;NO;SUBA
966000101092572;FELINO;MACHO;GRANDE;NO;SUBA
966000101092608;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101092624;FELINO;MACHO;MEDIANO;NO;SUBA
966000101092632;FELINO;MACHO;MEDIANO;NO;SUBA
966000101092668;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101092684;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101092689;CANINO;MACHO;MEDIANO;NO;SUBA
966000101092702;CANINO;MACHO;MEDIANO;NO;SUBA
966000101092733;CANINO;MACHO;GRANDE;NO;SUBA
966000101092824;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101092890;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101092901;CANINO;MACHO;GRANDE;SI;SUBA
966000101092949;CANINO;MACHO;GRANDE;SI;SUBA
966000101092955;FELINO;MACHO;GRANDE;NO;SUBA
966000101093008;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101093024;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101095088;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101095185;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101095196;CANINO;MACHO;MEDIANO;NO;SUBA
966000101095212;CANINO;HEMBRA;GRANDE;NO;SUBA
966000101095322;FELINO;MACHO;GRANDE;NO;SUBA
966000101095337;FELINO;HEMBRA;GRANDE;NO;SUBA
966000101097500;FELINO;MACHO;MEDIANO;NO;SUBA
966000101097828;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101100016;FELINO;MACHO;MEDIANO;NO;SUBA
966000101100107;CANINO;MACHO;GRANDE;NO;SUBA
966000101133447;CANINO;MACHO;GRANDE;NO;SUBA
966000101134067;CANINO;MACHO;GRANDE;NO;SUBA
966000101135348;FELINO;MACHO;PEQUEÑO;NO;SUBA
966000101135365;CANINO;HEMBRA;GRANDE;NO;SUBA
966000101135393;CANINO;MACHO;MEDIANO;NO;SUBA
966000101135494;CANINO;MACHO;MEDIANO;NO;SUBA
966000101135499;CANINO;MACHO;GRANDE;NO;SUBA
966000101135528;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101135657;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101135768;CANINO;HEMBRA;GRANDE;NO;SUBA
966000101135769;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101135830;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101135841;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101135857;CANINO;MACHO;MEDIANO;SI;SUBA
966000101135863;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101135964;FELINO;MACHO;MEDIANO;NO;SUBA
966000101135967;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101135969;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101137145;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101137238;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101137388;CANINO;HEMBRA;GRANDE;NO;SUBA
966000101137547;CANINO;MACHO;MINIATURA;NO;SUBA
966000101137620;CANINO;MACHO;GRANDE;NO;SUBA
966000101138023;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101138028;CANINO;MACHO;MEDIANO;SI;SUBA
966000101138035;CANINO;MACHO;MEDIANO;NO;SUBA
966000101138056;CANINO;MACHO;MINIATURA;NO;SUBA
966000101138076;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101138095;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101138125;CANINO;MACHO;MEDIANO;NO;SUBA
966000101138127;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101138141;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101138146;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101138148;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101138250;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101138257;CANINO;MACHO;MINIATURA;NO;SUBA
966000101138385;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101138406;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101138464;CANINO;MACHO;MINIATURA;NO;SUBA
966000101138494;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101138536;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101138559;FELINO;MACHO;MEDIANO;NO;SUBA
966000101138599;CANINO;MACHO;GRANDE;NO;SUBA
966000101138606;CANINO;MACHO;GRANDE;NO;SUBA
966000101138615;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101138619;CANINO;MACHO;GRANDE;SI;SUBA
966000101138655;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101138669;CANINO;MACHO;GRANDE;NO;SUBA
966000101138682;CANINO;HEMBRA;MEDIANO;SI;SUBA
966000101138754;CANINO;MACHO;MEDIANO;NO;SUBA
966000101138776;FELINO;MACHO;MEDIANO;NO;SUBA
966000101138783;CANINO;MACHO;MEDIANO;NO;SUBA
966000101138791;CANINO;HEMBRA;MEDIANO;SI;SUBA
966000101138805;FELINO;HEMBRA;MEDIANO;NO;SUBA
966000101138870;CANINO;MACHO;MEDIANO;NO;SUBA
966000101138880;FELINO;MACHO;GRANDE;NO;SUBA
966000101138961;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101138974;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101138988;FELINO;MACHO;GRANDE;NO;SUBA
966000101139048;CANINO;MACHO;MEDIANO;NO;SUBA
966000101139062;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101139201;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101139260;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101139324;CANINO;HEMBRA;PEQUEÑO;NO;SUBA
966000101139429;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101139602;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101139675;FELINO;MACHO;MEDIANO;NO;SUBA
966000101139770;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101139886;CANINO;MACHO;PEQUEÑO;NO;SUBA
966000101139909;CANINO;HEMBRA;MEDIANO;NO;SUBA
966000101176941;FELINO;MACHO;MEDIANO;NO;SUBA
966000101176943;CANINO;HEMBRA;MEDIANO;NO;SUBA
966009101003007;CANINO;MACHO;PEQUEÑO;NO;SUBA
966009101003085;CANINO;MACHO;PEQUEÑO;NO;SUBA
966009101003196;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966009101003373;CANINO;MACHO;PEQUEÑO;NO;SUBA
966009101003629;CANINO;HEMBRA;MEDIANO;NO;SUBA
966009101003834;FELINO;MACHO;PEQUEÑO;NO;SUBA
966009101003975;CANINO;HEMBRA;GRANDE;SI;SUBA
966009101006091;FELINO;MACHO;PEQUEÑO;NO;SUBA
966009101006657;FELINO;MACHO;MEDIANO;NO;SUBA
966009101010235;CANINO;MACHO;MEDIANO;NO;SUBA
966009101010772;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966009101010806;FELINO;HEMBRA;PEQUEÑO;NO;SUBA
966009101010889;CANINO;MACHO;GRANDE;NO;SUBA
